age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
,blue-collar,married,secondary,no,-211.0,yes,no,cellular,29.0,jan,135.0,2.0,184.0,5.0,failure,no
,blue-collar,married,primary,no,,yes,no,cellular,29.0,,207.0,2.0,247.0,2.0,failure,no
30.0,technician,married,tertiary,,141.0,no,,cellular,29.0,jan,166.0,2.0,-1.0,0.0,unknown,no
28.0,management,single,secondary,no,1861.0,no,no,cellular,29.0,jan,43.0,2.0,-1.0,0.0,unknown,no
36.0,technician,married,secondary,no,1508.0,no,no,cellular,29.0,jan,187.0,2.0,185.0,8.0,,no
30.0,technician,married,,no,743.0,no,no,,29.0,,142.0,,-1.0,0.0,unknown,no
26.0,technician,single,tertiary,no,43.0,yes,yes,cellular,29.0,jan,169.0,3.0,246.0,1.0,failure,no
28.0,student,,secondary,no,24.0,yes,no,cellular,29.0,jan,284.0,2.0,196.0,2.0,failure,no
30.0,management,married,tertiary,no,350.0,,no,cellular,29.0,jan,328.0,2.0,-1.0,0.0,unknown,no
30.0,services,married,unknown,no,840.0,no,no,,29.0,jan,163.0,2.0,-1.0,0.0,unknown,no
27.0,services,married,secondary,no,1.0,no,no,cellular,29.0,jan,528.0,3.0,-1.0,0.0,unknown,no
35.0,admin.,single,secondary,no,,no,no,cellular,29.0,jan,623.0,2.0,-1.0,0.0,unknown,no
30.0,technician,single,secondary,no,0.0,no,no,cellular,29.0,jan,624.0,2.0,-1.0,0.0,unknown,no
48.0,management,divorced,,no,657.0,no,yes,cellular,29.0,jan,251.0,2.0,-1.0,0.0,unknown,no
,technician,married,tertiary,no,297.0,yes,no,cellular,29.0,jan,375.0,2.0,,0.0,unknown,no
35.0,,divorced,secondary,yes,362.0,no,no,cellular,,jan,329.0,2.0,240.0,8.0,other,no
33.0,services,single,secondary,no,772.0,yes,no,cellular,,jan,323.0,,259.0,3.0,success,no
26.0,blue-collar,married,secondary,no,,no,no,cellular,29.0,jan,309.0,2.0,-1.0,0.0,unknown,no
30.0,,married,tertiary,no,112.0,yes,,cellular,29.0,jan,464.0,2.0,258.0,1.0,other,no
,,single,tertiary,no,900.0,yes,no,cellular,29.0,jan,322.0,2.0,-1.0,0.0,unknown,no
36.0,management,divorced,tertiary,no,425.0,yes,yes,cellular,29.0,jan,202.0,2.0,-1.0,0.0,unknown,no
57.0,management,divorced,tertiary,no,1016.0,yes,no,cellular,,jan,462.0,,234.0,5.0,failure,no
49.0,unemployed,married,primary,no,518.0,no,,cellular,29.0,jan,1917.0,2.0,-1.0,0.0,unknown,yes
38.0,blue-collar,married,secondary,no,220.0,yes,no,,29.0,jan,207.0,2.0,,0.0,unknown,no
26.0,student,single,secondary,no,352.0,no,no,cellular,29.0,jan,,2.0,,0.0,unknown,no
29.0,management,married,tertiary,no,1366.0,yes,no,cellular,29.0,jan,90.0,2.0,245.0,3.0,failure,no
32.0,services,married,,no,356.0,,no,cellular,29.0,jan,56.0,2.0,223.0,5.0,failure,no
,self-employed,divorced,tertiary,no,0.0,yes,yes,cellular,29.0,jan,309.0,3.0,,0.0,unknown,no
26.0,services,single,secondary,no,335.0,no,no,telephone,29.0,jan,393.0,2.0,-1.0,0.0,,no
37.0,management,divorced,secondary,no,414.0,no,no,cellular,29.0,jan,293.0,2.0,162.0,4.0,failure,no
37.0,,single,secondary,no,6.0,no,no,cellular,29.0,jan,163.0,2.0,-1.0,0.0,unknown,no
,management,single,tertiary,no,536.0,no,no,cellular,29.0,jan,418.0,2.0,-1.0,0.0,unknown,no
50.0,blue-collar,married,primary,no,2142.0,yes,no,cellular,29.0,,309.0,2.0,,1.0,other,no
34.0,admin.,single,tertiary,no,2045.0,no,,cellular,29.0,jan,146.0,2.0,-1.0,0.0,unknown,no
40.0,technician,single,secondary,no,822.0,yes,yes,cellular,29.0,jan,155.0,2.0,245.0,3.0,failure,no
36.0,services,single,secondary,no,948.0,no,yes,cellular,,jan,92.0,2.0,,,unknown,no
32.0,technician,single,secondary,no,337.0,,no,cellular,29.0,jan,213.0,2.0,,1.0,other,no
48.0,technician,married,secondary,no,101.0,yes,no,cellular,29.0,,414.0,2.0,192.0,3.0,failure,no
36.0,entrepreneur,married,secondary,no,0.0,yes,no,cellular,29.0,jan,344.0,3.0,-1.0,0.0,,no
31.0,entrepreneur,married,secondary,no,15.0,,yes,cellular,29.0,jan,190.0,2.0,-1.0,0.0,unknown,no
,self-employed,,primary,no,,no,no,cellular,29.0,jan,78.0,,-1.0,,unknown,no
30.0,technician,single,secondary,no,133.0,yes,no,cellular,29.0,jan,113.0,2.0,-1.0,0.0,unknown,no
41.0,blue-collar,married,secondary,no,140.0,yes,no,cellular,29.0,jan,636.0,2.0,-1.0,0.0,unknown,no
31.0,,single,secondary,no,-250.0,no,yes,cellular,29.0,jan,207.0,2.0,-1.0,0.0,,no
33.0,admin.,single,tertiary,no,2.0,no,no,cellular,29.0,jan,132.0,2.0,-1.0,0.0,unknown,no
45.0,technician,single,secondary,no,-55.0,no,no,,29.0,jan,78.0,3.0,197.0,1.0,failure,no
52.0,blue-collar,married,,no,967.0,no,no,cellular,29.0,jan,153.0,2.0,-1.0,0.0,unknown,no
31.0,technician,single,secondary,no,304.0,no,no,cellular,29.0,jan,293.0,2.0,160.0,2.0,other,no
27.0,blue-collar,single,secondary,yes,81.0,no,yes,,29.0,jan,,2.0,205.0,2.0,success,no
47.0,blue-collar,married,primary,no,613.0,yes,no,cellular,29.0,jan,49.0,3.0,255.0,2.0,other,no
37.0,entrepreneur,married,tertiary,no,1284.0,yes,no,cellular,29.0,jan,246.0,2.0,-1.0,0.0,unknown,no
48.0,unemployed,married,primary,yes,-6.0,no,no,cellular,29.0,jan,362.0,2.0,-1.0,0.0,unknown,no
33.0,blue-collar,single,secondary,no,56.0,yes,no,,29.0,jan,,4.0,-1.0,0.0,unknown,no
51.0,management,married,tertiary,no,-898.0,,no,cellular,29.0,jan,78.0,,-1.0,0.0,unknown,no
27.0,admin.,married,secondary,no,102.0,yes,no,,29.0,jan,123.0,2.0,-1.0,0.0,unknown,no
31.0,technician,married,tertiary,no,702.0,no,yes,cellular,29.0,jan,157.0,3.0,182.0,,failure,no
30.0,services,single,secondary,,3405.0,no,no,,29.0,jan,,2.0,-1.0,0.0,unknown,no
38.0,,married,secondary,,99.0,no,no,telephone,29.0,jan,191.0,2.0,-1.0,0.0,unknown,no
45.0,blue-collar,single,primary,no,999.0,no,no,cellular,29.0,jan,182.0,2.0,-1.0,0.0,unknown,no
,management,married,tertiary,no,410.0,no,no,,29.0,jan,337.0,2.0,-1.0,0.0,unknown,no
45.0,admin.,married,primary,no,-407.0,,,cellular,29.0,jan,503.0,2.0,224.0,18.0,other,no
28.0,technician,married,tertiary,no,203.0,no,yes,cellular,29.0,jan,188.0,3.0,-1.0,,unknown,no
32.0,blue-collar,married,primary,no,2291.0,yes,yes,cellular,29.0,jan,489.0,3.0,182.0,24.0,other,no
37.0,technician,married,,no,1120.0,,no,cellular,29.0,jan,88.0,3.0,244.0,,failure,no
31.0,entrepreneur,married,tertiary,no,312.0,,no,cellular,29.0,jan,468.0,2.0,,0.0,unknown,no
45.0,blue-collar,married,,no,185.0,yes,no,cellular,29.0,jan,249.0,3.0,-1.0,0.0,unknown,no
48.0,,married,tertiary,no,998.0,,no,cellular,29.0,jan,121.0,,-1.0,0.0,unknown,no
47.0,blue-collar,single,secondary,no,263.0,yes,yes,cellular,29.0,jan,127.0,2.0,255.0,1.0,other,no
29.0,,single,secondary,no,12.0,yes,,cellular,29.0,jan,,3.0,,,unknown,no
46.0,services,divorced,secondary,no,,yes,yes,cellular,29.0,jan,,2.0,-1.0,,unknown,no
31.0,services,married,secondary,no,0.0,yes,no,,29.0,jan,224.0,2.0,-1.0,0.0,unknown,no
30.0,services,single,secondary,yes,,yes,no,cellular,29.0,,1139.0,2.0,255.0,,other,no
57.0,retired,married,secondary,no,939.0,,yes,telephone,29.0,jan,267.0,2.0,-1.0,0.0,unknown,no
33.0,services,married,secondary,no,554.0,yes,,cellular,29.0,jan,162.0,2.0,258.0,1.0,other,no
33.0,admin.,single,secondary,no,303.0,no,no,cellular,29.0,jan,483.0,2.0,266.0,1.0,failure,no
,blue-collar,married,secondary,no,519.0,yes,no,,29.0,jan,623.0,2.0,-1.0,0.0,unknown,no
45.0,management,married,secondary,no,25.0,no,no,cellular,29.0,jan,62.0,3.0,-1.0,0.0,unknown,no
32.0,blue-collar,married,secondary,no,-460.0,,yes,cellular,29.0,jan,131.0,2.0,206.0,6.0,other,no
,management,single,tertiary,no,593.0,yes,no,cellular,,jan,190.0,3.0,-1.0,0.0,unknown,no
37.0,admin.,single,secondary,no,796.0,yes,no,telephone,29.0,jan,143.0,3.0,-1.0,0.0,unknown,no
27.0,blue-collar,single,secondary,no,1049.0,no,no,telephone,29.0,jan,389.0,3.0,-1.0,0.0,unknown,no
38.0,management,married,tertiary,no,358.0,no,no,,29.0,,151.0,2.0,-1.0,0.0,unknown,no
57.0,technician,,secondary,no,77.0,yes,yes,cellular,29.0,jan,168.0,3.0,246.0,2.0,failure,no
33.0,management,single,tertiary,no,-53.0,no,no,cellular,29.0,jan,617.0,2.0,-1.0,0.0,unknown,no
57.0,,married,secondary,no,2550.0,no,no,cellular,29.0,jan,73.0,2.0,-1.0,0.0,unknown,no
47.0,retired,married,tertiary,no,1225.0,yes,yes,cellular,29.0,jan,191.0,3.0,227.0,2.0,failure,no
44.0,services,married,secondary,no,133.0,no,no,cellular,29.0,jan,,3.0,-1.0,0.0,,no
41.0,management,single,tertiary,no,869.0,no,no,,,jan,524.0,2.0,-1.0,0.0,unknown,no
39.0,management,single,,no,4023.0,,no,cellular,29.0,jan,126.0,2.0,238.0,8.0,other,no
38.0,technician,single,secondary,no,211.0,yes,no,cellular,29.0,jan,236.0,2.0,-1.0,,unknown,no
,technician,single,secondary,no,,yes,no,cellular,29.0,jan,389.0,2.0,254.0,3.0,failure,no
31.0,technician,divorced,secondary,no,0.0,no,no,cellular,29.0,jan,138.0,2.0,,4.0,other,no
39.0,technician,divorced,,no,1333.0,,yes,cellular,29.0,jan,585.0,2.0,246.0,1.0,failure,no
,entrepreneur,married,secondary,no,10.0,yes,yes,cellular,29.0,jan,161.0,3.0,188.0,9.0,failure,no
49.0,management,single,secondary,no,61.0,yes,no,cellular,,jan,185.0,2.0,246.0,1.0,failure,no
33.0,blue-collar,divorced,secondary,no,880.0,yes,yes,,29.0,jan,263.0,3.0,239.0,1.0,failure,no
28.0,services,single,,no,298.0,no,no,cellular,29.0,jan,914.0,2.0,-1.0,0.0,unknown,no
,,single,tertiary,no,316.0,yes,no,cellular,29.0,jan,215.0,3.0,-1.0,0.0,,no
31.0,admin.,single,secondary,no,0.0,no,no,telephone,29.0,jan,528.0,3.0,-1.0,0.0,unknown,no
39.0,blue-collar,married,secondary,,360.0,yes,no,cellular,29.0,jan,,2.0,260.0,,,no
28.0,admin.,single,secondary,no,775.0,no,no,,29.0,jan,603.0,2.0,-1.0,0.0,unknown,no
54.0,admin.,,secondary,no,263.0,no,yes,telephone,29.0,jan,,4.0,195.0,7.0,failure,no
26.0,self-employed,single,tertiary,no,211.0,no,,cellular,29.0,jan,168.0,3.0,-1.0,,unknown,no
39.0,,married,secondary,no,,yes,,cellular,29.0,jan,612.0,5.0,-1.0,0.0,unknown,no
33.0,technician,single,secondary,no,-96.0,no,no,cellular,29.0,,213.0,4.0,-1.0,0.0,unknown,no
35.0,blue-collar,single,,no,297.0,yes,no,cellular,29.0,jan,251.0,3.0,265.0,4.0,failure,no
,blue-collar,married,secondary,,99.0,yes,no,cellular,29.0,jan,653.0,3.0,,0.0,unknown,no
32.0,technician,married,secondary,no,0.0,,no,cellular,29.0,jan,,3.0,,0.0,unknown,no
26.0,blue-collar,single,secondary,no,249.0,yes,,cellular,29.0,jan,235.0,3.0,262.0,5.0,failure,no
39.0,blue-collar,divorced,secondary,no,33.0,no,no,cellular,29.0,jan,593.0,4.0,-1.0,0.0,unknown,no
,management,single,tertiary,no,1724.0,yes,no,telephone,29.0,jan,152.0,2.0,,1.0,failure,no
31.0,services,single,secondary,no,442.0,yes,no,cellular,29.0,,355.0,3.0,258.0,3.0,,no
37.0,,single,tertiary,no,-70.0,no,yes,cellular,29.0,jan,147.0,2.0,,0.0,unknown,no
46.0,management,divorced,tertiary,no,-154.0,yes,yes,cellular,29.0,jan,150.0,2.0,247.0,2.0,failure,no
56.0,housemaid,married,primary,no,2666.0,yes,yes,cellular,29.0,jan,94.0,2.0,-1.0,0.0,unknown,no
26.0,admin.,single,secondary,,1200.0,no,no,cellular,29.0,jan,232.0,3.0,-1.0,0.0,unknown,no
27.0,technician,single,secondary,no,223.0,no,,cellular,29.0,jan,253.0,2.0,,3.0,success,no
39.0,self-employed,,secondary,no,656.0,no,,cellular,29.0,jan,309.0,3.0,-1.0,0.0,unknown,no
,technician,,,no,1137.0,no,no,cellular,29.0,,383.0,,206.0,1.0,other,no
27.0,self-employed,single,tertiary,no,139.0,no,no,cellular,29.0,jan,144.0,3.0,-1.0,0.0,unknown,no
31.0,unemployed,single,tertiary,no,498.0,no,no,cellular,29.0,jan,264.0,2.0,-1.0,0.0,unknown,no
29.0,management,single,tertiary,no,475.0,no,no,,29.0,jan,346.0,2.0,-1.0,0.0,unknown,no
31.0,blue-collar,single,primary,no,,yes,no,telephone,29.0,jan,,3.0,183.0,25.0,other,no
32.0,admin.,divorced,secondary,no,678.0,no,,telephone,29.0,jan,243.0,4.0,-1.0,0.0,unknown,no
29.0,unemployed,single,primary,no,115.0,no,no,cellular,29.0,jan,61.0,2.0,-1.0,0.0,unknown,no
,management,single,tertiary,no,313.0,no,yes,cellular,,jan,118.0,5.0,196.0,1.0,other,no
29.0,management,,tertiary,no,-346.0,no,,cellular,29.0,jan,290.0,2.0,-1.0,0.0,unknown,no
30.0,self-employed,married,unknown,no,1712.0,no,no,cellular,29.0,jan,213.0,3.0,190.0,2.0,,no
29.0,management,single,tertiary,no,1218.0,no,no,,30.0,jan,258.0,2.0,-1.0,0.0,unknown,no
39.0,admin.,single,secondary,no,163.0,yes,no,cellular,30.0,jan,107.0,2.0,-1.0,0.0,unknown,no
28.0,self-employed,single,secondary,no,1166.0,no,yes,cellular,30.0,jan,177.0,3.0,192.0,3.0,other,no
28.0,management,single,tertiary,no,185.0,no,no,cellular,30.0,jan,651.0,2.0,-1.0,0.0,unknown,no
27.0,management,single,primary,yes,13.0,no,no,cellular,30.0,jan,475.0,3.0,-1.0,,unknown,yes
32.0,services,married,secondary,,,yes,no,cellular,30.0,jan,134.0,1.0,-1.0,0.0,unknown,no
34.0,management,married,tertiary,no,1310.0,no,no,telephone,30.0,jan,521.0,3.0,158.0,7.0,other,no
34.0,management,married,tertiary,no,-422.0,yes,no,cellular,30.0,jan,458.0,3.0,-1.0,0.0,unknown,no
30.0,technician,single,tertiary,no,6683.0,no,,cellular,30.0,jan,,1.0,-1.0,0.0,unknown,no
36.0,services,married,secondary,no,1053.0,yes,no,telephone,30.0,jan,99.0,1.0,259.0,1.0,failure,no
31.0,services,single,secondary,,297.0,no,,cellular,30.0,jan,229.0,1.0,-1.0,0.0,unknown,no
,blue-collar,,secondary,no,1308.0,no,no,cellular,30.0,jan,334.0,1.0,-1.0,0.0,unknown,no
28.0,blue-collar,married,secondary,no,-26.0,no,,cellular,30.0,jan,81.0,1.0,-1.0,0.0,unknown,no
35.0,blue-collar,married,secondary,no,6411.0,yes,yes,cellular,30.0,jan,144.0,1.0,266.0,2.0,failure,no
32.0,services,married,secondary,no,,yes,no,cellular,30.0,jan,164.0,,-1.0,0.0,unknown,no
,technician,married,secondary,no,1139.0,yes,no,,30.0,jan,64.0,1.0,-1.0,0.0,unknown,no
27.0,services,married,secondary,no,1304.0,,no,cellular,30.0,jan,403.0,1.0,-1.0,0.0,unknown,no
35.0,technician,single,secondary,no,951.0,yes,no,cellular,30.0,jan,163.0,1.0,254.0,1.0,failure,no
30.0,services,married,,no,2212.0,yes,no,telephone,30.0,,41.0,1.0,,2.0,other,no
26.0,admin.,single,secondary,no,1348.0,no,no,cellular,30.0,jan,,,-1.0,,unknown,no
47.0,management,divorced,tertiary,,697.0,yes,no,cellular,30.0,,139.0,1.0,-1.0,0.0,unknown,no
36.0,self-employed,single,tertiary,no,583.0,no,no,cellular,30.0,jan,859.0,1.0,235.0,1.0,other,no
46.0,management,married,unknown,no,802.0,yes,no,cellular,30.0,jan,445.0,1.0,189.0,,failure,no
57.0,retired,married,primary,no,641.0,no,yes,telephone,30.0,jan,124.0,4.0,-1.0,0.0,unknown,no
,blue-collar,married,secondary,no,34.0,no,no,cellular,30.0,jan,379.0,1.0,-1.0,0.0,unknown,no
47.0,unemployed,married,primary,no,168.0,,no,telephone,30.0,jan,66.0,1.0,241.0,1.0,other,no
41.0,blue-collar,married,primary,no,2007.0,yes,no,cellular,,jan,,1.0,-1.0,0.0,unknown,no
36.0,unemployed,married,secondary,no,-35.0,no,no,cellular,30.0,jan,339.0,3.0,-1.0,0.0,unknown,no
34.0,technician,,secondary,no,508.0,no,no,cellular,30.0,jan,,1.0,-1.0,0.0,,no
29.0,services,single,secondary,no,,no,no,cellular,30.0,jan,194.0,1.0,-1.0,0.0,unknown,no
28.0,admin.,married,secondary,,-247.0,yes,yes,cellular,30.0,,121.0,1.0,240.0,2.0,failure,no
29.0,admin.,single,secondary,,1751.0,no,no,cellular,30.0,jan,150.0,1.0,-1.0,0.0,unknown,no
60.0,technician,married,tertiary,no,,yes,yes,cellular,30.0,jan,,1.0,-1.0,0.0,unknown,yes
51.0,admin.,single,tertiary,,16.0,yes,no,cellular,30.0,,158.0,1.0,-1.0,0.0,unknown,no
46.0,unemployed,single,secondary,no,2052.0,no,no,cellular,30.0,jan,428.0,1.0,-1.0,0.0,,no
,services,single,secondary,no,,no,no,cellular,30.0,,397.0,1.0,-1.0,0.0,,no
26.0,,married,,no,543.0,no,no,cellular,30.0,jan,169.0,3.0,,0.0,unknown,no
35.0,services,single,,,49.0,no,no,cellular,30.0,jan,346.0,1.0,-1.0,0.0,unknown,no
28.0,self-employed,single,secondary,no,,yes,no,,30.0,jan,205.0,1.0,-1.0,0.0,unknown,no
,management,single,secondary,no,3234.0,yes,no,cellular,30.0,jan,2770.0,1.0,-1.0,0.0,unknown,yes
38.0,management,single,tertiary,no,1495.0,yes,no,cellular,30.0,jan,339.0,2.0,-1.0,0.0,unknown,no
,services,married,secondary,no,,,no,cellular,30.0,jan,217.0,2.0,-1.0,0.0,unknown,no
49.0,management,married,tertiary,no,342.0,no,no,cellular,30.0,jan,433.0,2.0,,1.0,failure,no
27.0,technician,single,tertiary,,261.0,yes,yes,cellular,30.0,jan,195.0,2.0,,0.0,unknown,no
59.0,admin.,married,primary,no,879.0,yes,no,cellular,30.0,jan,126.0,5.0,259.0,7.0,failure,no
27.0,management,single,tertiary,no,625.0,no,,cellular,,jan,554.0,2.0,-1.0,0.0,unknown,no
29.0,services,single,tertiary,no,737.0,yes,,cellular,30.0,jan,499.0,5.0,248.0,1.0,failure,no
,,,secondary,no,192.0,no,no,cellular,30.0,jan,327.0,4.0,-1.0,0.0,unknown,no
29.0,entrepreneur,single,secondary,no,404.0,no,no,cellular,30.0,jan,413.0,3.0,-1.0,0.0,unknown,no
35.0,technician,,tertiary,no,364.0,no,yes,cellular,30.0,jan,162.0,3.0,205.0,3.0,failure,no
35.0,technician,single,secondary,no,2144.0,yes,,cellular,30.0,jan,,2.0,262.0,2.0,failure,no
,technician,divorced,secondary,no,1301.0,yes,no,cellular,30.0,jan,196.0,,189.0,2.0,failure,no
47.0,technician,divorced,tertiary,no,405.0,yes,no,cellular,30.0,jan,236.0,1.0,260.0,1.0,failure,no
36.0,technician,single,secondary,,98.0,,no,cellular,30.0,jan,771.0,1.0,-1.0,0.0,unknown,yes
33.0,,single,secondary,no,1173.0,,no,cellular,30.0,jan,844.0,3.0,-1.0,,,no
26.0,technician,divorced,tertiary,no,3154.0,yes,yes,cellular,30.0,jan,350.0,,248.0,1.0,failure,no
34.0,technician,divorced,unknown,no,975.0,yes,no,cellular,30.0,jan,263.0,2.0,191.0,1.0,other,no
35.0,blue-collar,single,secondary,no,505.0,no,yes,cellular,30.0,jan,109.0,3.0,-1.0,0.0,unknown,no
26.0,management,single,tertiary,no,157.0,yes,no,,,jan,78.0,,-1.0,0.0,unknown,no
27.0,admin.,,secondary,no,116.0,no,no,cellular,30.0,jan,,1.0,,0.0,unknown,no
32.0,admin.,married,secondary,no,0.0,no,no,cellular,30.0,jan,119.0,,-1.0,0.0,unknown,no
31.0,technician,single,tertiary,no,236.0,yes,no,cellular,30.0,jan,200.0,1.0,259.0,1.0,failure,no
32.0,admin.,single,secondary,no,1630.0,yes,no,cellular,30.0,jan,122.0,1.0,,,unknown,no
29.0,blue-collar,single,,no,202.0,no,,cellular,30.0,jan,128.0,2.0,-1.0,0.0,unknown,no
33.0,technician,married,tertiary,no,525.0,yes,yes,cellular,30.0,jan,499.0,1.0,247.0,1.0,failure,no
28.0,student,single,secondary,no,69.0,no,no,,30.0,jan,532.0,2.0,-1.0,0.0,unknown,yes
32.0,blue-collar,married,secondary,no,578.0,yes,no,cellular,30.0,,206.0,,-1.0,0.0,unknown,no
40.0,management,single,,no,80.0,yes,,cellular,30.0,jan,182.0,3.0,-1.0,0.0,unknown,no
42.0,technician,,secondary,no,60.0,yes,yes,cellular,30.0,jan,183.0,2.0,241.0,1.0,other,no
27.0,unemployed,single,secondary,no,92.0,yes,,cellular,,jan,274.0,4.0,-1.0,0.0,unknown,no
60.0,admin.,divorced,,no,663.0,no,,cellular,30.0,jan,385.0,3.0,197.0,1.0,other,no
29.0,services,single,unknown,no,196.0,no,no,,30.0,jan,726.0,2.0,-1.0,0.0,unknown,yes
29.0,admin.,married,secondary,no,957.0,yes,yes,cellular,30.0,jan,258.0,2.0,263.0,3.0,failure,no
34.0,services,single,secondary,no,2257.0,no,yes,telephone,30.0,jan,568.0,2.0,-1.0,0.0,unknown,no
27.0,student,single,secondary,no,1566.0,no,no,cellular,30.0,jan,164.0,5.0,-1.0,0.0,unknown,no
42.0,retired,single,tertiary,,308.0,no,no,cellular,30.0,jan,114.0,2.0,-1.0,0.0,unknown,no
56.0,,single,tertiary,no,1745.0,yes,no,cellular,30.0,jan,374.0,4.0,-1.0,0.0,unknown,no
32.0,services,single,secondary,no,717.0,no,no,,30.0,jan,462.0,2.0,-1.0,,unknown,no
43.0,admin.,divorced,secondary,no,540.0,yes,no,cellular,30.0,jan,74.0,1.0,-1.0,0.0,unknown,no
54.0,blue-collar,single,,no,1555.0,yes,no,telephone,,jan,258.0,5.0,248.0,2.0,failure,no
27.0,unemployed,single,tertiary,no,3060.0,no,no,cellular,30.0,jan,533.0,1.0,-1.0,0.0,unknown,no
58.0,entrepreneur,married,tertiary,no,0.0,no,yes,cellular,30.0,jan,540.0,1.0,2.0,2.0,other,no
36.0,unemployed,divorced,secondary,no,5.0,yes,no,cellular,30.0,jan,169.0,1.0,2.0,2.0,other,no
38.0,management,divorced,tertiary,,76.0,,no,cellular,30.0,jan,,3.0,-1.0,0.0,unknown,no
36.0,unemployed,single,primary,no,4148.0,,no,,30.0,jan,193.0,3.0,-1.0,0.0,unknown,no
38.0,admin.,divorced,secondary,no,-51.0,no,yes,cellular,30.0,jan,102.0,,-1.0,0.0,unknown,no
38.0,management,divorced,tertiary,no,441.0,,no,cellular,,jan,67.0,1.0,-1.0,0.0,unknown,no
45.0,admin.,,secondary,no,440.0,no,no,cellular,30.0,jan,91.0,1.0,2.0,1.0,other,no
50.0,management,married,tertiary,no,0.0,no,no,cellular,30.0,jan,199.0,1.0,205.0,1.0,failure,no
56.0,management,married,tertiary,no,,yes,yes,cellular,30.0,jan,299.0,1.0,2.0,5.0,other,no
39.0,blue-collar,married,,no,976.0,yes,no,cellular,30.0,jan,80.0,1.0,2.0,,other,no
31.0,services,married,secondary,no,288.0,no,no,cellular,,jan,164.0,1.0,-1.0,0.0,unknown,no
42.0,services,married,primary,no,473.0,yes,no,,30.0,jan,54.0,1.0,-1.0,0.0,unknown,no
26.0,management,single,tertiary,no,828.0,yes,no,cellular,30.0,,141.0,1.0,-1.0,0.0,unknown,no
42.0,admin.,,secondary,no,936.0,no,no,cellular,30.0,jan,931.0,1.0,-1.0,0.0,unknown,yes
47.0,unemployed,single,tertiary,no,2500.0,no,no,cellular,30.0,jan,240.0,1.0,-1.0,0.0,unknown,no
31.0,services,single,,no,887.0,no,no,cellular,30.0,jan,427.0,1.0,-1.0,0.0,unknown,no
51.0,entrepreneur,divorced,tertiary,no,58.0,yes,no,cellular,30.0,jan,93.0,1.0,2.0,1.0,other,no
55.0,blue-collar,married,unknown,no,23.0,no,no,cellular,30.0,jan,,1.0,,3.0,other,no
42.0,,divorced,secondary,no,640.0,no,no,cellular,30.0,jan,545.0,1.0,,0.0,unknown,no
49.0,admin.,single,secondary,no,827.0,yes,no,cellular,30.0,jan,61.0,1.0,-1.0,0.0,,no
55.0,technician,married,unknown,no,851.0,yes,no,,,jan,138.0,1.0,270.0,2.0,failure,no
,self-employed,married,tertiary,no,1492.0,,no,cellular,30.0,jan,227.0,1.0,189.0,,failure,no
46.0,services,married,secondary,no,417.0,yes,no,cellular,30.0,jan,,1.0,2.0,1.0,,no
45.0,management,married,tertiary,no,2363.0,no,no,cellular,30.0,jan,125.0,,2.0,1.0,other,no
54.0,blue-collar,married,secondary,no,285.0,yes,yes,telephone,30.0,jan,63.0,1.0,2.0,5.0,other,no
58.0,entrepreneur,,,no,364.0,yes,no,cellular,30.0,jan,168.0,,,,unknown,no
55.0,unemployed,married,secondary,no,3982.0,no,no,cellular,30.0,jan,89.0,1.0,-1.0,0.0,unknown,no
55.0,,married,,no,905.0,no,no,cellular,,jan,861.0,1.0,2.0,1.0,other,no
56.0,unemployed,married,secondary,no,670.0,no,no,,30.0,jan,86.0,1.0,-1.0,0.0,unknown,no
51.0,services,married,secondary,no,,yes,no,cellular,30.0,jan,436.0,1.0,270.0,2.0,failure,no
27.0,management,single,tertiary,no,1081.0,no,yes,cellular,30.0,jan,158.0,3.0,206.0,2.0,other,no
57.0,retired,,primary,no,4908.0,no,,cellular,30.0,jan,868.0,1.0,-1.0,0.0,unknown,no
32.0,blue-collar,single,secondary,no,,no,no,,30.0,jan,410.0,2.0,196.0,2.0,,no
31.0,,married,tertiary,no,1384.0,yes,no,cellular,30.0,jan,203.0,2.0,2.0,3.0,other,no
60.0,admin.,married,secondary,no,2552.0,no,,cellular,30.0,jan,255.0,2.0,2.0,4.0,other,no
46.0,technician,married,secondary,no,198.0,,no,cellular,,,153.0,,2.0,6.0,other,no
34.0,management,,tertiary,,351.0,no,no,cellular,30.0,jan,193.0,1.0,-1.0,0.0,unknown,no
39.0,housemaid,married,secondary,no,,no,no,cellular,30.0,jan,23.0,6.0,232.0,3.0,other,no
26.0,admin.,single,secondary,no,187.0,no,no,cellular,30.0,jan,226.0,2.0,-1.0,0.0,unknown,no
27.0,management,single,tertiary,no,1277.0,no,no,cellular,,jan,267.0,4.0,-1.0,0.0,unknown,no
46.0,blue-collar,single,secondary,no,332.0,no,no,cellular,30.0,jan,,4.0,-1.0,0.0,unknown,no
51.0,technician,single,secondary,no,527.0,yes,,cellular,30.0,jan,197.0,,2.0,3.0,other,no
52.0,blue-collar,,primary,no,109.0,yes,no,cellular,30.0,jan,177.0,4.0,248.0,2.0,failure,no
31.0,unemployed,single,secondary,no,315.0,,no,cellular,30.0,jan,130.0,1.0,2.0,1.0,other,no
26.0,,married,tertiary,no,265.0,no,no,cellular,30.0,jan,650.0,2.0,-1.0,0.0,unknown,no
